gene_id,symbol,product,biotype,protein_id,log2FoldChange,lfcSE,pvalue,padj,WT_mean,KO_mean
HFX_RS05260,"",ArsR family transcriptional regulator,protein_coding,WP_004572593.1,0.250158642103512,0.173093064136189,0.0655311691788845,0.246802413004147,305.45946418738,390.401093603007
HFX_RS08295,"",MucR family transcriptional regulator,protein_coding,WP_004056707.1,0.346938301515021,0.37562188213962,0.065692499514057,0.247027343234776,972.615995783528,1901.06403781872
HFX_RS17615,"",helix-turn-helix domain-containing protein,protein_coding,WP_004060949.1,0.294969049589266,0.225196736377404,0.0657176385157679,0.247027343234776,757.458413688716,1056.09943268493
HFX_RS09170,"",hypothetical protein,protein_coding,WP_004060382.1,0.318772502985067,0.265704302231669,0.0661356362802038,0.248359065722769,1691.22090999642,2556.45998467761
HFX_RS07735,"",glycosyltransferase,protein_coding,WP_004056874.1,-0.345273028822787,0.367726437742943,0.0662153917292314,0.248419246352785,8377.58111762207,4376.36196200717
HFX_RS03460,"",SDR family oxidoreductase,protein_coding,WP_004057514.1,-0.340053326723379,0.332060308688787,0.06629040822266,0.248461549280701,4638.92544356113,2644.11595690176
HFX_RS07570,"",MBL fold metallo-hydrolase,protein_coding,WP_004056908.1,-0.301913948629385,0.23649974699795,0.066372850800035,0.248531577731543,3845.280499147,2701.24515969299
HFX_RS01090,"",energy-coupling factor transporter transmembrane protein EcfT,protein_coding,WP_004058387.1,-0.337222289862684,0.31989849923051,0.0664634450491902,0.248631966220483,990.941317702573,580.994254930917
HFX_RS04210,"",type 2 lanthipeptide synthetase LanM family protein,protein_coding,WP_004057361.1,-0.282423473078875,0.210857165255213,0.0671814628412119,0.251077029870608,1412.40267841195,1041.90807713743
HFX_RS01450,"",V-type ATPase 116kDa subunit family protein,protein_coding,WP_004058242.1,-0.339459804157785,0.339203362451294,0.0674633584660627,0.251740450411414,119588.274103698,67076.4624307972
HFX_RS01925,"",TIGR01548 family HAD-type hydrolase,protein_coding,WP_004058046.1,-0.314160622069296,0.260255825625198,0.0675767566838939,0.251740450411414,2375.97379977651,1592.19185741234
HFX_RS15955,"",hypothetical protein,protein_coding,WP_004056330.1,0.345828312370115,0.458862540232612,0.0675935418496484,0.251740450411414,20.6049715147305,51.7375291737423
HFX_RS15645,"",lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein,protein_coding,WP_004056404.1,0.264240785527342,0.19010887680087,0.067680839182476,0.251740450411414,1210.92307747114,1583.92809218343
HFX_RS17405,"",ATP-grasp domain-containing protein,protein_coding,WP_014732764.1,0.313637422797039,0.259553346676268,0.0677033139180875,0.251740450411414,613.75373300107,915.738105035262
HFX_RS08190,"",dolichyl-phosphate hexose transferase,protein_coding,WP_004056728.1,-0.341144116685982,0.353989432733752,0.0677464680558168,0.251740450411414,1733.64036869664,937.607070825436
HFX_RS09030,"",6-hydroxymethylpterin diphosphokinase MptE-like protein,protein_coding,WP_004060410.1,-0.286283633545839,0.21723245543724,0.0681442931134354,0.252977575767782,4982.97351481197,3634.47987721837
HFX_RS09760,"",HemK2/MTQ2 family protein methyltransferase,protein_coding,WP_004060234.1,-0.333455160614551,0.316453752856395,0.0684207722826645,0.253412969963077,804.240490763703,476.009032539509
HFX_RS15675,"",hypothetical protein,protein_coding,WP_004056398.1,0.298431544716867,0.23503484178367,0.0684631440398265,0.253412969963077,400.36595709498,568.932584592196
HFX_RS13845,pepF,oligoendopeptidase F,protein_coding,WP_004059269.1,-0.253490906170194,0.179408571494303,0.0684726816033395,0.253412969963077,9764.42520098363,7597.87358260081
HFX_RS16020,"",PKD domain-containing protein,protein_coding,WP_014732662.1,0.344128167631328,0.44914353558023,0.0685358284060833,0.253412969963077,6320.46858136891,15033.1877014674
HFX_RS14185,"",CoA transferase,protein_coding,WP_004059183.1,-0.262945050361532,0.189692219203065,0.0685866298899555,0.253412969963077,251.686134281274,193.244423921834
HFX_RS14040,"",DUF5806 family protein,protein_coding,WP_004059229.1,-0.337960856825552,0.343179357163698,0.0688052713890498,0.25398006427511,2159.91470125399,1200.51598403173
HFX_RS05165,"",hypothetical protein,protein_coding,WP_049917419.1,-0.334578377995361,0.325521559078937,0.0689979759193759,0.254450435320461,1956.58375548984,1134.84203352304
HFX_RS17360,"",hypothetical protein,protein_coding,WP_137685693.1,0.341024489185296,0.376214645621904,0.0691513249667936,0.254774919395616,1261.15806494165,2463.72361983864
HFX_RS14210,"",hemolysin family protein,protein_coding,WP_179955364.1,-0.282793576765086,0.214269099991465,0.069253802359148,0.254911540694956,251.772403662586,184.885748050391
HFX_RS03505,"",FAD-binding oxidoreductase,protein_coding,WP_004057505.1,0.208558854571865,0.137523162586123,0.0693342694185504,0.2549669643335,4852.46157438591,5843.73873918634
HFX_RS17270,"",hypothetical protein,protein_coding,WP_004061020.1,-0.339730032285372,0.388114899520678,0.070365922743486,0.25832899726754,135.887393654975,67.2058671816732
HFX_RS02455,"",plastocyanin/azurin family copper-binding protein,protein_coding,WP_004057835.1,-0.323790685669501,0.292168169761449,0.0703810659564205,0.25832899726754,34.3273851612005,21.6055677041884
HFX_RS03300,"",PHP-associated domain-containing protein,protein_coding,WP_004057548.1,-0.33823653210538,0.372509782897555,0.0706582992151915,0.258953294100157,5223.86484025341,2702.54342976339
HFX_RS13440,"",MBL fold metallo-hydrolase,protein_coding,WP_004059349.1,-0.258273873610642,0.186913674943166,0.0707654000351092,0.258953294100157,2993.24257050043,2304.13169307926
HFX_RS03095,"",SHOCT domain-containing protein,protein_coding,WP_004057588.1,0.24999550281285,0.178070292917122,0.0708117820987677,0.258953294100157,1365.54598431202,1749.54912928345
HFX_RS18110,"",hypothetical protein,protein_coding,WP_004060835.1,-0.328800147104686,0.311626113863972,0.0708168834045067,0.258953294100157,2567.64287509172,1541.22819710083
HFX_RS12345,"",DUF1616 domain-containing protein,protein_coding,WP_004059642.1,0.262288641659968,0.191694951155827,0.0710401433212496,0.259296916358413,5522.91964718464,7226.05856661037
HFX_RS18350,"",DoxX family membrane protein,protein_coding,WP_014732825.1,0.339084387307982,0.402656397487357,0.0710901025636171,0.259296916358413,22742.5248071098,47542.0912909781
HFX_RS17720,"",PAS domain S-box protein,protein_coding,WP_004060927.1,0.238884547943726,0.167057779286606,0.0711708683546474,0.259296916358413,2029.86944168428,2554.5353154631
HFX_RS06175,"",VWA domain-containing protein,protein_coding,WP_004572406.1,0.29784414251034,0.23915013000282,0.0711769370198826,0.259296916358413,2255.01529330455,3212.28909873373
HFX_RS08125,"",pyridoxal phosphate-dependent aminotransferase,protein_coding,WP_004056741.1,-0.318097493308329,0.280198750034394,0.0714149763493765,0.259844245627141,6246.18435007025,4029.05405072545
HFX_RS10725,"",TIGR00300 family protein,protein_coding,WP_004060006.1,-0.333024408488924,0.338008143438887,0.0715028054825767,0.259844245627141,5311.43197460041,2996.240411373
HFX_RS10975,"",hypothetical protein,protein_coding,WP_049963731.1,0.278068658502202,0.211320124303112,0.0715271615079329,0.259844245627141,649.494640999963,879.542481709106
HFX_RS08790,"",ABC transporter ATP-binding protein,protein_coding,WP_014732365.1,-0.329297646367003,0.319216162647024,0.0716932992594537,0.260205289118576,3944.29517008142,2327.8511500763
HFX_RS16445,"",helix-turn-helix domain-containing protein,protein_coding,WP_014732688.1,0.326931447278273,0.555214356841419,0.0718257291855663,0.260443434758453,4154.69148345113,14540.485361877
HFX_RS13450,"",cation:proton antiporter,protein_coding,WP_004059347.1,-0.302421261273699,0.249196330889091,0.0722936162806183,0.261896390577928,22441.8203733782,15452.3556562071
HFX_RS12455,"",4Fe-4S dicluster domain-containing protein,protein_coding,WP_004059620.1,-0.335373096275221,0.378328592771014,0.0726624651005041,0.262988197736086,501.613235599004,256.338587852747
HFX_RS16040,"",methyltransferase,protein_coding,WP_004056296.1,0.263193132279302,0.194736384567346,0.0728189508833211,0.263310083991824,217.315614429418,286.848647977194
HFX_RS17185,"",extracellular solute-binding protein,protein_coding,WP_004061037.1,0.247817083226749,0.177901644797814,0.073008134818133,0.263515759076412,255.992263066554,325.829859784722
HFX_RS18935,"",hypothetical protein,protein_coding,WP_231512992.1,-0.331766928340224,0.345249159614797,0.0730220736529128,0.263515759076412,380.131084290672,210.436534790119
HFX_RS13105,"",hypothetical protein,protein_coding,WP_004059469.1,0.324408059414146,0.306748823460462,0.0730786391897386,0.263515759076412,15.2981206922314,25.3927832368645
HFX_RS09555,"",TetR/AcrR family transcriptional regulator,protein_coding,WP_004060273.1,-0.335305517523586,0.397178938919064,0.0732176210593939,0.263618305364361,1343.86352466209,652.36374141521
HFX_RS02945,"",orc1/cdc6 family replication initiation protein,protein_coding,WP_004057654.1,-0.332793423701633,0.35720723382928,0.0732423357387386,0.263618305364361,2659.29443622222,1431.98118636968
HFX_RS18745,"",helix-turn-helix domain-containing protein,protein_coding,WP_004060689.1,0.322922111630165,0.304443964152359,0.0737262221684125,0.265115142077926,169.462077767732,278.485079227144
HFX_RS09750,"",16S ribosomal RNA methyltransferase A,protein_coding,WP_004060236.1,-0.262337963686549,0.195037017950808,0.0739649999733605,0.265728635848995,2660.88436336802,2025.48298547131
HFX_RS02280,"",S8 family peptidase,protein_coding,WP_231512927.1,-0.226823006029162,0.157897218026924,0.0743927071986821,0.266929513724986,2545.1490200109,2057.58825731168
HFX_RS09430,"",succinate dehydrogenase/fumarate reductase iron-sulfur subunit,protein_coding,WP_004060314.1,-0.293604269397845,0.238303623057121,0.0744362189376758,0.266929513724986,19289.2683000566,13593.3352824516
HFX_RS08300,gvpA,gas vesicle structural protein GvpA,protein_coding,WP_004056706.1,0.332885586432095,0.395021860438894,0.0746470902290447,0.267186457527771,2689.48732436961,5504.30105616179
HFX_RS04360,"",tyrosine-type recombinase/integrase,protein_coding,WP_004057305.1,-0.243014605366894,0.174417889653583,0.0746845046119692,0.267186457527771,606.757302892674,477.217618517523
HFX_RS15000,"",alkyl sulfatase dimerization domain-containing protein,protein_coding,WP_004060536.1,-0.291833986593349,0.235933997536622,0.0747135040290587,0.267186457527771,149.719367465513,106.614600398391
HFX_RS02960,"",DUF58 domain-containing protein,protein_coding,WP_004057647.1,-0.29352632639035,0.239022168103237,0.0748973373893054,0.267598369517427,1157.54356965882,814.218753673815
HFX_RS05670,"",hypothetical protein,protein_coding,WP_004572509.1,-0.306762855890356,0.264508626899213,0.0751678227267973,0.268185061667357,192.946286401243,128.410433335983
HFX_RS02105,"",hypothetical protein,protein_coding,WP_320051491.1,0.296191329195857,0.244114978168538,0.0751991463320733,0.268185061667357,2940.39273607299,4218.52400017154
HFX_RS03240,"",aminotransferase class IV,protein_coding,WP_004057559.1,-0.317117158330845,0.291538105716913,0.0752687484921592,0.268187917387968,1698.34892110979,1071.15252471615
HFX_RS01525,"",NAD(P)-dependent oxidoreductase,protein_coding,WP_004058215.1,0.242293259703704,0.174458819416377,0.0755577983878832,0.268971961749743,1145.66817482964,1454.49992249894
HFX_RS03110,"",putative phosphoglycerol geranylgeranyltransferase,protein_coding,WP_004057585.1,-0.330396701983119,0.38192622084351,0.0759092584138622,0.269976541329594,5115.52838718059,2589.24027564401
HFX_RS06085,"",cytochrome c biogenesis protein CcdA,protein_coding,WP_004572425.1,-0.316668439857609,0.293372696019063,0.0760687205162481,0.270097229774425,1692.20827713481,1063.74323271515
HFX_RS01725,"",RNA-binding protein,protein_coding,WP_004058133.1,-0.310301483346715,0.27545946498385,0.0761196878197631,0.270097229774425,3617.11699137318,2365.7485426325
HFX_RS00620,rpl18a,50S ribosomal protein L18Ae,protein_coding,WP_004058566.1,-0.308739925394891,0.271872917499076,0.0762047992167384,0.270097229774425,3010.02841238468,1983.9029109564
HFX_RS13070,"",hypothetical protein,protein_coding,WP_004059479.1,-0.2577249674718,0.192145913189496,0.0762203572990936,0.270097229774425,3054.06668496136,2339.80298413868
HFX_RS10240,"",hypothetical protein,protein_coding,WP_004060136.1,0.279540778221048,0.220081649831359,0.0763403335072525,0.270276675759555,1391.1843318747,1906.67984017938
HFX_RS02800,cobD,threonine-phosphate decarboxylase CobD,protein_coding,WP_004057706.1,-0.310300922490666,0.277044804802095,0.0766308677839829,0.271059094938263,1841.75079376163,1200.68637274988
HFX_RS15715,"",VWA domain-containing protein,protein_coding,WP_004056390.1,-0.2235412072864,0.156634548816474,0.0768821930420217,0.271604075110589,3008.32889721485,2438.62132171571
HFX_RS18500,"",helix-turn-helix domain-containing protein,protein_coding,WP_004060747.1,0.32363383152498,0.328069081874461,0.0769242942334761,0.271604075110589,775.120736885506,1337.31876486693
HFX_RS09905,"",hypothetical protein,protein_coding,WP_049917507.1,0.29010250409721,0.237440516640272,0.0771447224125364,0.27213586241092,209.077335044742,296.996651107225
HFX_RS00760,"",protein sorting system archaetidylserine decarboxylase,protein_coding,WP_004058516.1,-0.324095183567684,0.335399333962049,0.0774091490656461,0.272797579312303,1692.8130280052,964.790791506922
HFX_RS07865,dhaK,dihydroxyacetone kinase subunit DhaK,protein_coding,WP_004056846.1,0.312367939584722,0.285549680919308,0.0774722730371265,0.272797579312303,11157.0497237037,17414.543746898
HFX_RS01180,"",hypothetical protein,protein_coding,WP_014732067.1,-0.289836164731297,0.23846705710948,0.0779656441753554,0.274067410303257,2033.31677006189,1435.90069058014
HFX_RS13705,"",aldo/keto reductase,protein_coding,WP_004059298.1,0.237383798404098,0.171502416257883,0.0780211694347402,0.274067410303257,34179.8613926723,43089.9584915768
HFX_RS14120,"",helix-turn-helix domain-containing protein,protein_coding,WP_004059203.1,-0.259720933292333,0.196509180527788,0.0780438238677822,0.274067410303257,324.881685548924,247.410708958902
HFX_RS15345,"",type II toxin-antitoxin system PemK/MazF family toxin,protein_coding,WP_004060439.1,-0.290985145564577,0.2408516000696,0.078206297894889,0.274167296393178,206.908096884354,144.766746577599
HFX_RS06845,"",chorismate mutase,protein_coding,WP_004057087.1,-0.288899781976465,0.23737957347745,0.0782304024050245,0.274167296393178,906.546725226828,641.150342595759
HFX_RS14400,"",hypothetical protein,pseudogene,"",-0.231293491765746,0.165459927791121,0.0783058247048177,0.274167296393178,444.594030668534,355.873917997062
HFX_RS15435,"",type II toxin-antitoxin system death-on-curing family toxin,protein_coding,WP_004060586.1,-0.244087582210155,0.178956194375826,0.0783536090769627,0.274167296393178,312.35194400959,244.508345231628
HFX_RS17115,"",hypothetical protein,protein_coding,WP_004061052.1,-0.325910525304678,0.371212241485386,0.0785087045832518,0.274265399538294,364.224765853192,189.443436495522
HFX_RS01265,"",L-threonylcarbamoyladenylate synthase,protein_coding,WP_004058318.1,-0.292550622630669,0.244179624080201,0.0785223668252272,0.274265399538294,2777.24084069859,1940.78007593732
HFX_RS07540,"",lamin tail domain-containing protein,protein_coding,WP_014732321.1,0.274296452253706,0.216182010369191,0.0787736855025372,0.274834238963997,1342.97191625835,1824.21757519434
HFX_RS03575,"",trimeric intracellular cation channel family protein,protein_coding,WP_004057490.1,-0.325234206207969,0.368815114560468,0.0788756093961715,0.274834238963997,2341.07489041161,1227.688758595
HFX_RS07420,"",CoA ester lyase,protein_coding,WP_004056939.1,0.259843610736644,0.197659969106216,0.0789392872915098,0.274834238963997,5324.99775819677,7000.00958177177
HFX_RS15545,"",sugar ABC transporter permease,protein_coding,WP_004056427.1,0.299004204920786,0.2576883834757,0.0790855367208044,0.274834238963997,166.593195203506,246.247981781289
HFX_RS15690,"",hypothetical protein,protein_coding,WP_004056395.1,0.324685056912,0.452145816283131,0.0791277731930817,0.274834238963997,14584.4122704144,35126.0186126712
HFX_RS08085,grpE,nucleotide exchange factor GrpE,protein_coding,WP_004056753.1,-0.317248901598632,0.310440948063174,0.0791462428536936,0.274834238963997,3729.80487092497,2260.45764776227
